chr	start	end	samples
scaffold-ma5	40729561	40730013	RVG11_RVG1_RVG4
scaffold-ma5	40907020	40907322	RVG11_RVG1_RVG4
scaffold-ma5	41127294	41127522	RVG11_RVG1
scaffold-ma5	41187101	41187446	RVG11_RVG1_RVG4
scaffold-ma5	41326596	41326853	RVG11_RVG1
scaffold-ma5	41406587	41406800	RVG11_RVG1_RVG4
scaffold-ma5	41432359	41432548	RVG11_RVG1_RVG4
scaffold-ma5	41444400	41444566	RVG1_RVG4
scaffold-ma5	41449915	41450189	RVG11_RVG1_RVG4
scaffold-ma5	41451140	41451286	RVG11_RVG1_RVG4
scaffold-ma5	41454477	41454706	RVG11_RVG1_RVG4
scaffold-ma5	41494528	41494675	RVG11_RVG1
scaffold-ma5	41523595	41523879	RVG11_RVG4
scaffold-ma5	41554604	41554960	RVG11_RVG1_RVG4
scaffold-ma5	41582268	41582422	RVG11_RVG1
scaffold-ma5	41591196	41591381	RVG1_RVG4
scaffold-ma5	41784812	41785695	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	41898902	41899387	RVG11_RVG1_RVG4
scaffold-ma5	41951591	41951941	RVG11_RVG4
scaffold-ma5	42098586	42099132	RVG11_RVG1_RVG4
scaffold-ma5	42135749	42135958	RVG1_RVG4
scaffold-ma5	42161587	42161857	RVG11_RVG1_RVG4
scaffold-ma5	42163606	42163789	RVG11_RVG1_RVG4
scaffold-ma5	42208583	42208760	RVG11_RVG4
scaffold-ma5	42249624	42249780	RVG11_RVG1
scaffold-ma5	42388252	42388849	RVG11_RVG1_RVG4
scaffold-ma5	42407978	42408139	RVG1_RVG4
scaffold-ma5	42411449	42411621	RVG1_RVG4
scaffold-ma5	42473673	42474141	RVG11_RVG1_RVG4
scaffold-ma5	42485132	42485405	RVG11_RVG1_RVG4
scaffold-ma5	42519066	42519374	RVG11_RVG1_RVG4
scaffold-ma5	42519921	42520797	RVG11_RVG1_RVG4
scaffold-ma5	42551921	42552456	RVG11_RVG1_RVG4
scaffold-ma5	42558371	42559045	RVG11_RVG1_RVG4
scaffold-ma5	42588093	42588348	RVG11_RVG1_RVG4
scaffold-ma5	42588754	42589083	RVG11_RVG1_RVG4
scaffold-ma5	42623110	42623296	RVG11_RVG1_RVG4
scaffold-ma5	42654783	42655053	RVG11_RVG1_RVG4
scaffold-ma5	42727116	42727730	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	42758883	42759438	RVG11_RVG1_RVG4
scaffold-ma5	42787422	42787665	RVG11_RVG1_RVG4
scaffold-ma5	42818099	42818768	RVG11_RVG1_RVG4
scaffold-ma5	42871563	42871787	RVG11_RVG1_RVG4
scaffold-ma5	42882988	42883729	RVG11_RVG1_RVG4
scaffold-ma5	42954847	42955406	RVG11_RVG1_RVG4
scaffold-ma5	42959498	42959871	RVG11_RVG4
scaffold-ma5	43103533	43104317	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	43106034	43106134	RVG11_RVG1
scaffold-ma5	43136903	43137075	RVG1_RVG4
scaffold-ma5	43149100	43149554	RVG11_RVG1_RVG4
scaffold-ma5	43157785	43158045	RVG11_RVG4
scaffold-ma5	43442038	43442207	RVG11_RVG4
scaffold-ma5	44234307	44234466	RVG11_RVG1
scaffold-ma5	44644196	44644685	RVG11_RVG1_RVG4
scaffold-ma5	44644804	44645262	RVG11_RVG1_RVG4
scaffold-ma5	44918858	44918996	RVG11_RVG1_RVG4
scaffold-ma5	44920217	44920327	RVG11_RVG1
scaffold-ma5	44920969	44921111	RVG11_RVG1
scaffold-ma5	44975990	44976152	RVG11_RVG1
scaffold-ma5	44995939	44996095	RVG11_RVG4
scaffold-ma5	44996633	44996947	RVG11_RVG1_RVG4
scaffold-ma5	45047461	45047667	RVG11_RVG1
scaffold-ma5	45052250	45052421	RVG11_RVG4
scaffold-ma5	45225116	45225488	RVG11_RVG4_RVG4
scaffold-ma5	45310288	45310531	RVG11_RVG1_RVG4
scaffold-ma5	45384262	45384488	RVG11_RVG1
scaffold-ma5	45431833	45432380	RVG11_RVG1_RVG4
scaffold-ma5	45453938	45454163	RVG11_RVG1
scaffold-ma5	45496772	45497058	RVG11_RVG1_RVG4
scaffold-ma5	45530587	45530996	RVG11_RVG4
scaffold-ma5	45540299	45540706	RVG11_RVG1_RVG4
scaffold-ma5	45562443	45563062	RVG11_RVG1_RVG4
scaffold-ma5	45594687	45595159	RVG11_RVG1_RVG4
scaffold-ma5	45608158	45608409	RVG11_RVG1_RVG4
scaffold-ma5	45615418	45615747	RVG11_RVG1_RVG4
scaffold-ma5	45631370	45631649	RVG11_RVG1_RVG4
scaffold-ma5	45641707	45642006	RVG11_RVG1_RVG4
scaffold-ma5	45648338	45648474	RVG11_RVG4
scaffold-ma5	45649577	45649846	RVG11_RVG1_RVG4
scaffold-ma5	45652831	45653106	RVG1_RVG4
scaffold-ma5	45834339	45834695	RVG11_RVG4
scaffold-ma5	45880112	45880482	RVG11_RVG1
scaffold-ma5	45974238	45974381	RVG11_RVG4
scaffold-ma5	46013420	46013755	RVG11_RVG1_RVG4
scaffold-ma5	46019500	46019677	RVG11_RVG1_RVG4
scaffold-ma5	46039521	46039907	RVG11_RVG1_RVG4
scaffold-ma5	46041446	46041582	RVG11_RVG1
scaffold-ma5	46044895	46045028	RVG11_RVG1
scaffold-ma5	46063117	46063597	RVG11_RVG1_RVG4
scaffold-ma5	46085678	46086091	RVG11_RVG1_RVG4
scaffold-ma5	46087133	46087620	RVG11_RVG1_RVG4
scaffold-ma5	46117881	46118439	RVG11_RVG1_RVG4
scaffold-ma5	46132209	46132420	RVG11_RVG1_RVG4
scaffold-ma5	46132889	46133241	RVG11_RVG1_RVG4
scaffold-ma5	46155102	46155232	RVG11_RVG4
scaffold-ma5	46242826	46243014	RVG11_RVG1_RVG4
scaffold-ma5	46313210	46313885	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	46340491	46341037	RVG11_RVG1_RVG4
scaffold-ma5	46405437	46405591	RVG11_RVG1_RVG4
scaffold-ma5	46406279	46406518	RVG1_RVG4
scaffold-ma5	46409243	46409433	RVG11_RVG1_RVG4
scaffold-ma5	46415514	46416153	RVG11_RVG1_RVG4
scaffold-ma5	46429555	46429759	RVG11_RVG1_RVG4
scaffold-ma5	46439899	46440250	RVG11_RVG1_RVG4
scaffold-ma5	46450545	46450921	RVG11_RVG1_RVG4
scaffold-ma5	46453655	46453926	RVG11_RVG1_RVG4
scaffold-ma5	46485583	46485791	RVG11_RVG1_RVG4
scaffold-ma5	46492703	46492890	RVG11_RVG1_RVG4
scaffold-ma5	46504745	46505236	RVG11_RVG1_RVG4
scaffold-ma5	46513507	46513656	RVG11_RVG1_RVG4
scaffold-ma5	46556038	46556239	RVG11_RVG1_RVG4
scaffold-ma5	46582649	46582937	RVG11_RVG1
scaffold-ma5	46604815	46605243	RVG11_RVG1_RVG4
scaffold-ma5	46609822	46610015	RVG11_RVG1_RVG4
scaffold-ma5	46624184	46624513	RVG11_RVG1_RVG4
scaffold-ma5	46667353	46667712	RVG11_RVG1_RVG4
scaffold-ma5	46669639	46670135	RVG11_RVG1_RVG4
scaffold-ma5	46671325	46671500	RVG11_RVG1_RVG4
scaffold-ma5	46675032	46675162	RVG11_RVG1
scaffold-ma5	46680883	46681192	RVG11_RVG1_RVG4
scaffold-ma5	46682486	46682722	RVG1_RVG4
scaffold-ma5	46694863	46695102	RVG1_RVG4
scaffold-ma5	46707348	46707955	RVG11_RVG1_RVG4
scaffold-ma5	46726310	46726468	RVG11_RVG1_RVG4
scaffold-ma5	46791784	46792380	RVG11_RVG1_RVG4
scaffold-ma5	46792721	46792957	RVG11_RVG4
scaffold-ma5	46801267	46801688	RVG11_RVG1
scaffold-ma5	46801781	46802192	RVG11_RVG1_RVG4
scaffold-ma5	46805843	46806046	RVG11_RVG1_RVG4
scaffold-ma5	46806258	46806565	RVG11_RVG1_RVG4
scaffold-ma5	46827934	46828354	RVG11_RVG1_RVG4
scaffold-ma5	46830102	46830346	RVG11_RVG1_RVG4
scaffold-ma5	46839710	46840110	RVG11_RVG11_RVG1_RVG4
scaffold-ma5	46843575	46843964	RVG11_RVG1_RVG4
scaffold-ma5	46870711	46870975	RVG11_RVG4
scaffold-ma5	46876296	46876750	RVG11_RVG1_RVG4
scaffold-ma5	46876906	46877036	RVG11_RVG1
scaffold-ma5	46936250	46936639	RVG11_RVG1_RVG4
scaffold-ma5	47010060	47010262	RVG11_RVG1_RVG4
scaffold-ma5	47017521	47017790	RVG11_RVG1_RVG4
scaffold-ma5	47018058	47018853	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	47056905	47057420	RVG11_RVG1_RVG4
scaffold-ma5	47071807	47071916	RVG11_RVG1
scaffold-ma5	47074905	47075537	RVG11_RVG1_RVG4
scaffold-ma5	47091883	47092060	RVG11_RVG1_RVG4
scaffold-ma5	47096745	47097250	RVG11_RVG1_RVG4
scaffold-ma5	47112341	47112905	RVG11_RVG1_RVG4
scaffold-ma5	47114485	47114662	RVG11_RVG1_RVG4
scaffold-ma5	47115567	47115776	RVG1_RVG4
scaffold-ma5	47128195	47128327	RVG11_RVG1
scaffold-ma5	47136434	47136696	RVG11_RVG1_RVG4
scaffold-ma5	47243860	47243987	RVG1_RVG4
scaffold-ma5	47249958	47250299	RVG11_RVG1_RVG4
scaffold-ma5	47252419	47252630	RVG11_RVG1_RVG4
scaffold-ma5	47282341	47282592	RVG11_RVG1_RVG4
scaffold-ma5	47303342	47303772	RVG11_RVG1_RVG4
scaffold-ma5	47358725	47359201	RVG11_RVG1_RVG4
scaffold-ma5	47361189	47361299	RVG1_RVG4
scaffold-ma5	47679835	47680202	RVG11_RVG1_RVG4
scaffold-ma5	47711286	47711584	RVG11_RVG1_RVG4
scaffold-ma5	47723274	47723534	RVG11_RVG1_RVG4
scaffold-ma5	47889552	47890377	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	47898688	47899011	RVG11_RVG4
scaffold-ma5	47900059	47900309	RVG11_RVG1_RVG4
scaffold-ma5	47922883	47923031	RVG1_RVG4
scaffold-ma5	47925533	47925700	RVG1_RVG4
scaffold-ma5	47965369	47965480	RVG11_RVG1
scaffold-ma5	47997342	47997610	RVG11_RVG1_RVG4
scaffold-ma5	47997951	47998184	RVG11_RVG1_RVG4
scaffold-ma5	48001000	48001675	RVG11_RVG1_RVG4
scaffold-ma5	48032922	48033048	RVG11_RVG1
scaffold-ma5	48108728	48109020	RVG11_RVG1_RVG4
scaffold-ma5	48145775	48146684	RVG11_RVG1_RVG4
scaffold-ma5	48326333	48326473	RVG11_RVG1
scaffold-ma5	48393347	48393677	RVG11_RVG4
scaffold-ma5	48442037	48442230	RVG11_RVG1_RVG4
scaffold-ma5	48444509	48445047	RVG11_RVG1_RVG4
scaffold-ma5	48476714	48476901	RVG11_RVG1_RVG4
scaffold-ma5	48487849	48488927	RVG11_RVG1_RVG4_RVG4
scaffold-ma5	48496315	48496514	RVG11_RVG1_RVG4
scaffold-ma5	48510207	48510589	RVG11_RVG1_RVG4
scaffold-ma5	48525693	48525831	RVG11_RVG1_RVG4
scaffold-ma5	48535261	48535488	RVG11_RVG4
scaffold-ma5	48540206	48540569	RVG11_RVG1_RVG4
scaffold-ma5	48565352	48565561	RVG11_RVG1_RVG4
scaffold-ma5	48567583	48568135	RVG11_RVG1_RVG4
scaffold-ma5	48573752	48573969	RVG11_RVG4
scaffold-ma5	48574506	48574721	RVG1_RVG4
scaffold-ma5	48591355	48591776	RVG11_RVG1_RVG4
scaffold-ma5	48592275	48592608	RVG11_RVG1_RVG4
scaffold-ma5	48606389	48606553	RVG11_RVG1
scaffold-ma5	48621977	48622944	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	48721108	48721242	RVG11_RVG1_RVG4
scaffold-ma5	48778308	48778465	RVG1_RVG4
scaffold-ma5	48874080	48874482	RVG11_RVG1_RVG4
scaffold-ma5	48928769	48929102	RVG11_RVG1_RVG4
scaffold-ma5	48936480	48937005	RVG11_RVG1_RVG4
scaffold-ma5	48949057	48949576	RVG11_RVG1_RVG4
scaffold-ma5	48949939	48950080	RVG11_RVG1
scaffold-ma5	48984870	48985095	RVG11_RVG1_RVG4
scaffold-ma5	48989559	48990014	RVG11_RVG1_RVG4
scaffold-ma5	48998407	48998938	RVG11_RVG1_RVG4
scaffold-ma5	49033236	49033641	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	49038923	49039214	RVG11_RVG1_RVG4
scaffold-ma5	49059759	49060617	RVG11_RVG1_RVG4
scaffold-ma5	49074646	49074918	RVG11_RVG1_RVG4
scaffold-ma5	49076310	49076712	RVG11_RVG1_RVG4
scaffold-ma5	49084056	49084439	RVG11_RVG4
scaffold-ma5	49091780	49092347	RVG11_RVG1_RVG4
scaffold-ma5	49137127	49137349	RVG11_RVG1_RVG4
scaffold-ma5	49196812	49197253	RVG11_RVG1_RVG4
scaffold-ma5	49251846	49252293	RVG11_RVG1_RVG4
scaffold-ma5	49344657	49345009	RVG11_RVG1_RVG4
scaffold-ma5	49360618	49361166	RVG11_RVG1_RVG4
scaffold-ma5	49458769	49459035	RVG11_RVG1_RVG4
scaffold-ma5	49553714	49554003	RVG11_RVG1_RVG4
scaffold-ma5	49612447	49612961	RVG11_RVG1_RVG4
scaffold-ma5	49633347	49633505	RVG11_RVG1_RVG4
scaffold-ma5	49640400	49640500	RVG11_RVG1
scaffold-ma5	49667894	49668039	RVG11_RVG4
scaffold-ma5	49675373	49676256	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	49676728	49676899	RVG11_RVG1_RVG4
scaffold-ma5	49691440	49691819	RVG11_RVG1_RVG4
scaffold-ma5	49701416	49701910	RVG11_RVG1_RVG4
scaffold-ma5	49708439	49708592	RVG11_RVG1
scaffold-ma5	49880297	49880609	RVG11_RVG1_RVG4
scaffold-ma5	49881546	49881756	RVG11_RVG1_RVG4
scaffold-ma5	49883378	49883749	RVG11_RVG1_RVG4
scaffold-ma5	50163947	50164272	RVG11_RVG1_RVG4
scaffold-ma5	50170449	50170659	RVG11_RVG1_RVG4
scaffold-ma5	50202400	50202556	RVG11_RVG1_RVG4
scaffold-ma5	50225529	50225970	RVG11_RVG1_RVG4
scaffold-ma5	50251031	50251735	RVG11_RVG1_RVG4
scaffold-ma5	50295925	50296254	RVG11_RVG1_RVG4
scaffold-ma5	50321775	50322179	RVG11_RVG1_RVG4
scaffold-ma5	50342962	50343422	RVG11_RVG1_RVG4
scaffold-ma5	50348558	50348733	RVG1_RVG4
scaffold-ma5	50353014	50353389	RVG11_RVG1_RVG4
scaffold-ma5	50374629	50374904	RVG11_RVG1
scaffold-ma5	50394847	50395533	RVG11_RVG1_RVG4
scaffold-ma5	50413675	50414207	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	50468970	50469320	RVG11_RVG1_RVG4
scaffold-ma5	50486228	50486846	RVG11_RVG1_RVG4
scaffold-ma5	50487918	50488098	RVG11_RVG1_RVG4
scaffold-ma5	50566570	50566731	RVG11_RVG1_RVG4
scaffold-ma5	50589844	50590112	RVG11_RVG1_RVG4
scaffold-ma5	50716286	50716446	RVG1_RVG4
scaffold-ma5	50742456	50742894	RVG11_RVG1_RVG4
scaffold-ma5	50743254	50743580	RVG11_RVG1_RVG4
scaffold-ma5	50746577	50747024	RVG11_RVG1_RVG4
scaffold-ma5	51298170	51298323	RVG11_RVG1
scaffold-ma5	51308339	51308603	RVG1_RVG4
scaffold-ma5	51322350	51322878	RVG11_RVG1_RVG4
scaffold-ma5	51334190	51334413	RVG11_RVG1_RVG4
scaffold-ma5	51369395	51370027	RVG11_RVG1_RVG4
scaffold-ma5	51390185	51390354	RVG11_RVG1
scaffold-ma5	51392718	51392866	RVG1_RVG4
scaffold-ma5	51476113	51476355	RVG11_RVG1_RVG4
scaffold-ma5	51493442	51493801	RVG11_RVG1_RVG4
scaffold-ma5	51495868	51496177	RVG11_RVG1_RVG4
scaffold-ma5	51505109	51505377	RVG11_RVG1_RVG4
scaffold-ma5	51514314	51514592	RVG11_RVG4
scaffold-ma5	51536573	51537044	RVG11_RVG1_RVG4
scaffold-ma5	51636869	51637335	RVG11_RVG1_RVG4
scaffold-ma5	51638168	51639101	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-ma5	51670204	51671115	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-ma5	51699393	51699859	RVG11_RVG1_RVG4
scaffold-ma5	51705296	51705586	RVG11_RVG1_RVG4
scaffold-ma5	51787198	51787704	RVG11_RVG1_RVG4
scaffold-ma5	51787856	51788559	RVG11_RVG1_RVG4
scaffold-ma5	51843442	51843628	RVG1_RVG4
scaffold-ma5	51854948	51855286	RVG1_RVG4
scaffold-ma5	51856847	51857078	RVG11_RVG1_RVG4
scaffold-ma5	51885518	51886107	RVG11_RVG1_RVG4
scaffold-ma5	51927231	51927479	RVG1_RVG4
scaffold-ma5	51950458	51950669	RVG1_RVG4
scaffold-ma5	51951388	51951773	RVG11_RVG1_RVG4
scaffold-ma5	51970363	51970489	RVG1_RVG4
scaffold-ma5	51981058	51981479	RVG11_RVG1_RVG4
scaffold-ma5	51992841	51992962	RVG1_RVG4
scaffold-ma5	51994459	51994720	RVG11_RVG1_RVG4
scaffold-ma5	52014360	52014943	RVG11_RVG1_RVG4
scaffold-ma5	52019924	52020163	RVG11_RVG1_RVG4
scaffold-ma5	52064748	52065227	RVG11_RVG1_RVG4
scaffold-ma5	52066166	52066477	RVG11_RVG1_RVG4
scaffold-ma5	52068572	52068722	RVG11_RVG4
scaffold-ma5	52365736	52366291	RVG11_RVG1_RVG4
scaffold-ma5	52381777	52381890	RVG11_RVG1
scaffold-ma5	52382771	52383082	RVG11_RVG1_RVG4
scaffold-ma5	52410593	52411006	RVG11_RVG4
scaffold-ma5	52420915	52421127	RVG11_RVG1_RVG4
scaffold-ma5	52426070	52426578	RVG11_RVG1_RVG4
scaffold-ma5	52444536	52445096	RVG11_RVG1_RVG4
scaffold-ma5	52478483	52478960	RVG11_RVG1_RVG4
scaffold-ma5	52568712	52569675	RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-ma5	52572045	52572197	RVG1_RVG4
scaffold-ma5	52669874	52670055	RVG11_RVG1_RVG4
scaffold-ma5	52725561	52725801	RVG11_RVG1_RVG4
scaffold-ma5	52785339	52786136	RVG11_RVG11_RVG1_RVG4
scaffold-ma5	52798749	52798906	RVG11_RVG1_RVG4
scaffold-ma5	52841645	52842876	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	52907123	52907798	RVG11_RVG1_RVG4
scaffold-ma5	52925881	52926108	RVG11_RVG1
scaffold-ma5	52927613	52927861	RVG11_RVG1_RVG4
scaffold-ma5	52943322	52943537	RVG11_RVG1_RVG4
scaffold-ma5	52996503	52996629	RVG11_RVG1_RVG4
scaffold-ma5	53070399	53070978	RVG11_RVG1_RVG4
scaffold-ma5	53096043	53096766	RVG11_RVG1_RVG4
scaffold-ma5	53212055	53212714	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	53248167	53248488	RVG1_RVG4
scaffold-ma5	53249523	53250144	RVG11_RVG1_RVG4
scaffold-ma5	53260945	53261263	RVG11_RVG1_RVG4
scaffold-ma5	53292932	53293231	RVG1_RVG4
scaffold-ma5	53293781	53294286	RVG11_RVG1_RVG4
scaffold-ma5	53377246	53377731	RVG11_RVG1_RVG4
scaffold-ma5	53381524	53381886	RVG11_RVG1_RVG4
scaffold-ma5	53391236	53391598	RVG11_RVG1_RVG4
scaffold-ma5	53422647	53423486	RVG11_RVG11_RVG1_RVG1_RVG4
scaffold-ma5	53444107	53444223	RVG11_RVG1
scaffold-ma5	53483766	53484194	RVG11_RVG1_RVG4
scaffold-ma5	53490080	53490302	RVG11_RVG1_RVG4
scaffold-ma5	53494141	53495234	RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-ma5	53513671	53513820	RVG1_RVG4
scaffold-ma5	53583198	53583454	RVG1_RVG4
scaffold-ma5	53677029	53677239	RVG11_RVG1_RVG4
scaffold-ma5	53684344	53684776	RVG1_RVG4
scaffold-ma5	53689589	53690007	RVG11_RVG1_RVG4
scaffold-ma5	53702278	53703155	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	53711526	53712352	RVG11_RVG1_RVG4
scaffold-ma5	53873278	53873858	RVG11_RVG1_RVG4
scaffold-ma5	53890891	53891135	RVG1_RVG4
scaffold-ma5	53921238	53922229	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	53928293	53928763	RVG11_RVG1_RVG4
scaffold-ma5	53951680	53952218	RVG11_RVG1_RVG4
scaffold-ma5	53952768	53953299	RVG11_RVG1_RVG4
scaffold-ma5	53980520	53980761	RVG11_RVG1_RVG4
scaffold-ma5	54093964	54094113	RVG11_RVG4
scaffold-ma5	54274931	54275120	RVG11_RVG1_RVG4
scaffold-ma5	54286801	54288023	RVG11_RVG1_RVG4
scaffold-ma5	54363876	54364238	RVG11_RVG1_RVG4
scaffold-ma5	54388472	54389375	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	54393073	54393261	RVG11_RVG1
scaffold-ma5	54407626	54407942	RVG11_RVG1_RVG4
scaffold-ma5	54854132	54854355	RVG11_RVG4
scaffold-ma5	54856667	54856781	RVG11_RVG1
scaffold-ma5	54887025	54887675	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	54898329	54898598	RVG11_RVG1_RVG4
scaffold-ma5	54898692	54899394	RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-ma5	54899745	54899860	RVG11_RVG4
scaffold-ma5	54899970	54900141	RVG11_RVG1_RVG4
scaffold-ma5	54901777	54901973	RVG11_RVG1_RVG4
scaffold-ma5	55043539	55043681	RVG11_RVG1_RVG4
scaffold-ma5	55367861	55368286	RVG11_RVG1_RVG4
scaffold-ma5	55445317	55445628	RVG11_RVG1_RVG4
scaffold-ma5	55488209	55488438	RVG11_RVG4
scaffold-ma5	55509767	55510257	RVG11_RVG1_RVG4
scaffold-ma5	55658253	55658482	RVG11_RVG1_RVG4
scaffold-ma5	55672077	55672635	RVG11_RVG1_RVG4
scaffold-ma5	55730274	55730971	RVG11_RVG1_RVG4
scaffold-ma5	55731402	55731623	RVG11_RVG4
scaffold-ma5	55741738	55742084	RVG11_RVG1_RVG4
scaffold-ma5	55748393	55748700	RVG11_RVG1_RVG4
scaffold-ma5	55749078	55749188	RVG1_RVG4
scaffold-ma5	55798934	55799190	RVG11_RVG1_RVG4
scaffold-ma5	55805215	55806119	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	55903348	55904096	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	55967378	55967938	RVG11_RVG1_RVG4
scaffold-ma5	55991512	55991617	RVG1_RVG4
scaffold-ma5	56036647	56037168	RVG11_RVG1_RVG4
scaffold-ma5	56115112	56115300	RVG1_RVG4
scaffold-ma5	56168576	56168780	RVG11_RVG1_RVG4
scaffold-ma5	56193374	56193713	RVG11_RVG1_RVG4
scaffold-ma5	56200304	56200738	RVG11_RVG1_RVG4
scaffold-ma5	56201264	56201774	RVG11_RVG1_RVG4
scaffold-ma5	56212916	56213508	RVG11_RVG1_RVG4
scaffold-ma5	56236905	56237131	RVG11_RVG1_RVG4
scaffold-ma5	56238443	56238844	RVG11_RVG1_RVG4
scaffold-ma5	56244245	56245355	RVG11_RVG1_RVG1_RVG1_RVG4
scaffold-ma5	56245781	56246118	RVG11_RVG1_RVG4
scaffold-ma5	56260824	56261418	RVG11_RVG1_RVG4
scaffold-ma5	56264332	56264534	RVG11_RVG4
scaffold-ma5	56275579	56276077	RVG11_RVG1_RVG4
scaffold-ma5	56369700	56369891	RVG11_RVG1
scaffold-ma5	56370242	56370387	RVG11_RVG1_RVG4
scaffold-ma5	56370837	56371176	RVG11_RVG1_RVG4
scaffold-ma5	56371561	56371908	RVG11_RVG1_RVG4
scaffold-ma5	56523837	56524760	RVG11_RVG1_RVG4
scaffold-ma5	56526699	56527029	RVG11_RVG1_RVG4
scaffold-ma5	56527435	56527705	RVG1_RVG4
scaffold-ma5	56608479	56609251	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	56632638	56633003	RVG11_RVG1_RVG4
scaffold-ma5	56650851	56651726	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	56652325	56652623	RVG11_RVG4
scaffold-ma5	56665501	56665633	RVG11_RVG1
scaffold-ma5	56691161	56692231	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	56700660	56701077	RVG11_RVG1_RVG4
scaffold-ma5	56732377	56732737	RVG11_RVG1_RVG4
scaffold-ma5	56733255	56733458	RVG11_RVG1_RVG4
scaffold-ma5	56743964	56744078	RVG1_RVG4
scaffold-ma5	56750826	56751299	RVG11_RVG1_RVG4
scaffold-ma5	56795511	56795743	RVG11_RVG1_RVG4
scaffold-ma5	56824999	56825121	RVG11_RVG1
scaffold-ma5	56830830	56830973	RVG11_RVG1
scaffold-ma5	56835075	56835452	RVG11_RVG1_RVG4
scaffold-ma5	56864777	56865491	RVG11_RVG1_RVG1_RVG4
scaffold-ma5	56879287	56879474	RVG11_RVG1
scaffold-ma5	56912882	56913218	RVG11_RVG1
scaffold-ma5	56913392	56913612	RVG11_RVG1_RVG4
scaffold-ma5	56946204	56946376	RVG11_RVG1_RVG4
scaffold-ma5	56955264	56955402	RVG11_RVG1
scaffold-ma5	56977926	56978366	RVG11_RVG1_RVG4
scaffold-ma5	56981159	56981502	RVG11_RVG1_RVG4
scaffold-ma5	57017351	57017676	RVG11_RVG4
scaffold-ma5	57090506	57090701	RVG11_RVG1
scaffold-ma5	57102016	57102532	RVG11_RVG1_RVG4
scaffold-ma5	57212089	57212569	RVG11_RVG1_RVG4
scaffold-ma5	57241306	57241850	RVG11_RVG1_RVG4
scaffold-ma5	57371524	57371661	RVG11_RVG1
scaffold-ma5	57374425	57374596	RVG1_RVG4
scaffold-ma5	57381791	57382084	RVG11_RVG1_RVG4
scaffold-ma5	57383163	57383355	RVG11_RVG1
scaffold-ma5	57383838	57384239	RVG11_RVG1_RVG4
scaffold-ma5	57402396	57402936	RVG11_RVG1_RVG4
scaffold-ma5	57403868	57403970	RVG11_RVG1
scaffold-ma5	57428180	57428432	RVG11_RVG1_RVG4
scaffold-ma5	57444772	57445015	RVG11_RVG1
scaffold-ma5	57478709	57478932	RVG11_RVG1_RVG4
scaffold-ma5	57484367	57485019	RVG11_RVG1_RVG4
scaffold-ma5	57737380	57737576	RVG11_RVG1_RVG4
scaffold-ma5	57758862	57759049	RVG11_RVG1_RVG4
scaffold-ma5	58026276	58026397	RVG11_RVG1
scaffold-ma5	58057447	58057858	RVG11_RVG1_RVG4
scaffold-ma5	58058190	58058643	RVG11_RVG1_RVG4
scaffold-ma5	58062710	58063223	RVG11_RVG1_RVG4
scaffold-ma5	58063984	58064386	RVG11_RVG1_RVG4
scaffold-ma5	58066222	58066401	RVG11_RVG4
scaffold-ma5	58071146	58071321	RVG1_RVG4
scaffold-ma5	58089921	58090101	RVG11_RVG1_RVG4
scaffold-ma5	58104836	58105356	RVG11_RVG1_RVG4
scaffold-ma5	58152666	58153556	RVG11_RVG1_RVG4
scaffold-ma5	58245272	58245407	RVG11_RVG1
scaffold-ma5	58253223	58253345	RVG11_RVG1
scaffold-ma5	58253664	58254456	RVG11_RVG1_RVG4
scaffold-ma5	58314206	58314824	RVG11_RVG1_RVG4
scaffold-ma5	58461541	58461700	RVG11_RVG1
scaffold-ma5	58502171	58502755	RVG11_RVG1_RVG4
scaffold-ma5	58526660	58527139	RVG11_RVG1_RVG4
scaffold-ma5	58530367	58530767	RVG11_RVG4
scaffold-ma5	58641671	58642174	RVG11_RVG1_RVG4
scaffold-ma5	58735957	58736125	RVG1_RVG4
scaffold-ma5	58795163	58795591	RVG11_RVG1_RVG4
