crovir-transcript-15539,43162_crovir-transcript-15539
crovir-transcript-13435,TMEM43_crovir-transcript-13435
crovir-transcript-3838,TMEM45A_crovir-transcript-3838
crovir-transcript-12965,TMEM45B_crovir-transcript-12965
crovir-transcript-134,TMEM47_crovir-transcript-134
crovir-transcript-3574,TMEM47_crovir-transcript-3574
crovir-transcript-11835,TMEM5_crovir-transcript-11835
crovir-transcript-986,TMEM50A_crovir-transcript-986
crovir-transcript-3694,TMEM50B_crovir-transcript-3694
crovir-transcript-1172,TMEM51_crovir-transcript-1172
crovir-transcript-1078,TMEM52_crovir-transcript-1078
crovir-transcript-14983,TMEM52B_crovir-transcript-14983
crovir-transcript-6096,TMEM53_crovir-transcript-6096
crovir-transcript-5784,TMEM56_crovir-transcript-5784
crovir-transcript-5996,TMEM59_crovir-transcript-5996
crovir-transcript-11626,TMEM60_crovir-transcript-11626
crovir-transcript-7405,TMEM62_crovir-transcript-7405
crovir-transcript-9476,TMEM63B_crovir-transcript-9476
crovir-transcript-4981,TMEM64_crovir-transcript-4981
crovir-transcript-4844,TMEM65_crovir-transcript-4844
crovir-transcript-4971,TMEM67_crovir-transcript-4971
crovir-transcript-6084,TMEM69_crovir-transcript-6084
crovir-transcript-5032,TMEM70_crovir-transcript-5032
crovir-transcript-3191,TMEM72_crovir-transcript-3191
crovir-transcript-16581,TMEM74B_crovir-transcript-16581
crovir-transcript-1880,TMEM79_crovir-transcript-1880
crovir-transcript-7788,TMEM80_crovir-transcript-7788
crovir-transcript-6288,TMEM81_crovir-transcript-6288
crovir-transcript-17238,TMEM82_crovir-transcript-17238
crovir-transcript-7749,TMEM86A_crovir-transcript-7749
crovir-transcript-2870,TMEM86B_crovir-transcript-2870
crovir-transcript-7397,TMEM87A_crovir-transcript-7397
crovir-transcript-1653,TMEM8A_crovir-transcript-1653
crovir-transcript-11858,TMEM8B_crovir-transcript-11858
crovir-transcript-6366,TMEM9_crovir-transcript-6366
crovir-transcript-6367,TMEM9_crovir-transcript-6367
crovir-transcript-2678,TMEM92_crovir-transcript-2678
crovir-transcript-14228,TMEM94_crovir-transcript-14228
crovir-transcript-14155,TMEM97_crovir-transcript-14155
crovir-transcript-17085,TMEM97_crovir-transcript-17085
crovir-transcript-2411,TMEM98_crovir-transcript-2411
crovir-transcript-7801,TMEM9B_crovir-transcript-7801
crovir-transcript-13357,TMF1_crovir-transcript-13357
crovir-transcript-127,TMLHE_crovir-transcript-127
crovir-transcript-15208,TMOD1_crovir-transcript-15208
crovir-transcript-12418,TMOD3_crovir-transcript-12418
crovir-transcript-15317,TMOD3_crovir-transcript-15317
crovir-transcript-12628,TMOD4_crovir-transcript-12628
crovir-transcript-11983,TMPO_crovir-transcript-11983
crovir-transcript-14486,TMPRSS12_crovir-transcript-14486
crovir-transcript-3738,TMPRSS15_crovir-transcript-3738
crovir-transcript-3653,TMPRSS2_crovir-transcript-3653
crovir-transcript-3641,TMPRSS3_crovir-transcript-3641
crovir-transcript-12135,TMPRSS6_crovir-transcript-12135
crovir-transcript-17002,TMPRSS9_crovir-transcript-17002
crovir-transcript-3498,TMSB4X_crovir-transcript-3498
crovir-transcript-12256,TMTC1_crovir-transcript-12256
crovir-transcript-12258,TMTC1_crovir-transcript-12258
crovir-transcript-11928,TMTC2_crovir-transcript-11928
crovir-transcript-11939,TMTC3_crovir-transcript-11939
crovir-transcript-3310,TMTC4_crovir-transcript-3310
crovir-transcript-3311,TMTC4_crovir-transcript-3311
crovir-transcript-2514,TMUB2_crovir-transcript-2514
crovir-transcript-7898,TMX2_crovir-transcript-7898
crovir-transcript-5243,TMX3_crovir-transcript-5243
crovir-transcript-2134,TNC_crovir-transcript-2134
crovir-transcript-2135,TNC_crovir-transcript-2135
crovir-transcript-10053,TNFAIP1_crovir-transcript-10053
crovir-transcript-7048,TNFAIP2_crovir-transcript-7048
crovir-transcript-9196,TNFAIP3_crovir-transcript-9196
crovir-transcript-8184,TNFAIP6_crovir-transcript-8184
crovir-transcript-15574,TNFAIP8_crovir-transcript-15574
crovir-transcript-9464,TNFAIP8L1_crovir-transcript-9464
crovir-transcript-12616,TNFAIP8L2_crovir-transcript-12616
crovir-transcript-11185,TNFAIP8L3_crovir-transcript-11185
crovir-transcript-12867,TNFRSF10B_crovir-transcript-12867
crovir-transcript-5392,TNFRSF11A_crovir-transcript-5392
crovir-transcript-4877,TNFRSF11B_crovir-transcript-4877
crovir-transcript-3966,TNFRSF19_crovir-transcript-3966
crovir-transcript-8568,TNFRSF21_crovir-transcript-8568
crovir-transcript-1048,TNFRSF4_crovir-transcript-1048
crovir-transcript-10919,TNFSF10_crovir-transcript-10919
crovir-transcript-3214,TNFSF11_crovir-transcript-3214
crovir-transcript-6540,TNFSF12_crovir-transcript-6540
crovir-transcript-8558,TNFSF13B_crovir-transcript-8558
crovir-transcript-10911,TNIK_crovir-transcript-10911
crovir-transcript-10912,TNIK_crovir-transcript-10912
crovir-transcript-13816,TNIP1_crovir-transcript-13816
crovir-transcript-17134,TNK1_crovir-transcript-17134
crovir-transcript-17135,TNK1_crovir-transcript-17135
crovir-transcript-17136,TNK1_crovir-transcript-17136
crovir-transcript-8847,TNK2_crovir-transcript-8847
crovir-transcript-15170,TNKS_crovir-transcript-15170
crovir-transcript-7903,TNKS1BP1_crovir-transcript-7903
crovir-transcript-10343,TNKS2_crovir-transcript-10343
crovir-transcript-187,TNMD_crovir-transcript-187
crovir-transcript-5664,TNN_crovir-transcript-5664
crovir-transcript-13602,TNNC1_crovir-transcript-13602
crovir-transcript-6381,TNNI1_crovir-transcript-6381
crovir-transcript-7685,TNNI2_crovir-transcript-7685
crovir-transcript-2875,TNNI3_crovir-transcript-2875
crovir-transcript-2896,TNNT1_crovir-transcript-2896
crovir-transcript-6382,TNNT2_crovir-transcript-6382
crovir-transcript-7688,TNNT3_crovir-transcript-7688
crovir-transcript-15694,TNPO1_crovir-transcript-15694
crovir-transcript-14046,TNPO2_crovir-transcript-14046
crovir-transcript-16997,TNPO3_crovir-transcript-16997
crovir-transcript-13116,TNR_crovir-transcript-13116
crovir-transcript-5665,TNR_crovir-transcript-5665
crovir-transcript-8071,TNRC18_crovir-transcript-8071
crovir-transcript-8072,TNRC18_crovir-transcript-8072
crovir-transcript-12082,TNRC6B_crovir-transcript-12082
crovir-transcript-14158,TNRC6C_crovir-transcript-14158
crovir-transcript-8034,TNS1_crovir-transcript-8034
crovir-transcript-2557,TNS4_crovir-transcript-2557
crovir-transcript-6104,TOE1_crovir-transcript-6104
crovir-transcript-6927,TOGARAM1_crovir-transcript-6927
crovir-transcript-9576,TOGARAM2_crovir-transcript-9576
crovir-transcript-7703,TOLLIP_crovir-transcript-7703
crovir-transcript-12156,TOM1_crovir-transcript-12156
crovir-transcript-14476,TOM1L1_crovir-transcript-14476
crovir-transcript-1611,TOM1L2_crovir-transcript-1611
crovir-transcript-9408,TOMM20_crovir-transcript-9408
crovir-transcript-6995,TOMM20L_crovir-transcript-6995
crovir-transcript-12103,TOMM22_crovir-transcript-12103
crovir-transcript-6521,TOMM34_crovir-transcript-6521
crovir-transcript-692,TOMM40_crovir-transcript-692
crovir-transcript-12500,TOMM40L_crovir-transcript-12500
crovir-transcript-15221,TOMM5_crovir-transcript-15221
crovir-transcript-6242,TOMM6_crovir-transcript-6242
crovir-transcript-3832,TOMM70_crovir-transcript-3832
crovir-transcript-6503,TOP1_crovir-transcript-6503
crovir-transcript-2561,TOP2A_crovir-transcript-2561
crovir-transcript-2106,TOP2B_crovir-transcript-2106
crovir-transcript-1609,TOP3A_crovir-transcript-1609
crovir-transcript-4179,TOP3B_crovir-transcript-4179
crovir-transcript-2121,TOPAZ1_crovir-transcript-2121
crovir-transcript-2167,TOPBP1_crovir-transcript-2167
crovir-transcript-15283,TOPORS_crovir-transcript-15283
crovir-transcript-15284,TOPORS_crovir-transcript-15284
crovir-transcript-15335,TOPORS_crovir-transcript-15335
crovir-transcript-15337,TOPORS_crovir-transcript-15337
crovir-transcript-11172,TOR1AIP2_crovir-transcript-11172
crovir-transcript-7808,TOR3A_crovir-transcript-7808
crovir-transcript-1453,TOR4A_crovir-transcript-1453
crovir-transcript-5084,TOX_crovir-transcript-5084
crovir-transcript-6452,TOX2_crovir-transcript-6452
crovir-transcript-11460,TOX3_crovir-transcript-11460
crovir-transcript-2320,TOX4_crovir-transcript-2320
crovir-transcript-16917,TP53_crovir-transcript-16917
crovir-transcript-11387,TP53BP1_crovir-transcript-11387
crovir-transcript-9590,TP53BP2_crovir-transcript-9590
crovir-transcript-7508,TP53I11_crovir-transcript-7508
crovir-transcript-4957,TP53INP1_crovir-transcript-4957
crovir-transcript-6470,TP53INP2_crovir-transcript-6470
crovir-transcript-6535,TP53RK_crovir-transcript-6535
crovir-transcript-1100,TP73_crovir-transcript-1100
crovir-transcript-5013,TPD52_crovir-transcript-5013
crovir-transcript-9127,TPD52L1_crovir-transcript-9127
crovir-transcript-11885,TPH1_crovir-transcript-11885
crovir-transcript-7707,TPH1_crovir-transcript-7707
crovir-transcript-15120,TPI1_crovir-transcript-15120
crovir-transcript-2280,TPK1_crovir-transcript-2280
crovir-transcript-11060,TPM1_crovir-transcript-11060
crovir-transcript-12578,TPM3_crovir-transcript-12578
crovir-transcript-5299,TPMT_crovir-transcript-5299
crovir-transcript-8825,TPO_crovir-transcript-8825
crovir-transcript-17055,TPP1_crovir-transcript-17055
crovir-transcript-3300,TPP2_crovir-transcript-3300
crovir-transcript-2774,TPPP2_crovir-transcript-2774
crovir-transcript-11572,TPPP3_crovir-transcript-11572
crovir-transcript-5684,TPR_crovir-transcript-5684
crovir-transcript-13456,TPRA1_crovir-transcript-13456
crovir-transcript-1097,TPRG1L_crovir-transcript-1097
crovir-transcript-11696,TPRKB_crovir-transcript-11696
crovir-transcript-1356,TPRN_crovir-transcript-1356
crovir-transcript-9944,TPST1_crovir-transcript-9944
crovir-transcript-3211,TPT1_crovir-transcript-3211
crovir-transcript-2041,TRA2A_crovir-transcript-2041
crovir-transcript-10663,TRA2B_crovir-transcript-10663
crovir-transcript-11715,TRABD_crovir-transcript-11715
crovir-transcript-15251,TRABD2A_crovir-transcript-15251
crovir-transcript-16067,TRADD_crovir-transcript-16067
crovir-transcript-13162,TRAF2_crovir-transcript-13162
crovir-transcript-16759,TRAF2_crovir-transcript-16759
crovir-transcript-2390,TRAF2_crovir-transcript-2390
crovir-transcript-7039,TRAF3_crovir-transcript-7039
crovir-transcript-8548,TRAF3IP1_crovir-transcript-8548
crovir-transcript-9053,TRAF3IP2_crovir-transcript-9053
crovir-transcript-6336,TRAF3IP3_crovir-transcript-6336
crovir-transcript-16915,TRAF4_crovir-transcript-16915
crovir-transcript-9637,TRAF5_crovir-transcript-9637
crovir-transcript-7526,TRAF6_crovir-transcript-7526
crovir-transcript-496,TRAF7_crovir-transcript-496
crovir-transcript-497,TRAF7_crovir-transcript-497
crovir-transcript-16416,TRAFD1_crovir-transcript-16416
crovir-transcript-13687,TRAIP_crovir-transcript-13687
crovir-transcript-2186,TRAK1_crovir-transcript-2186
crovir-transcript-2564,TRAK2_crovir-transcript-2564
crovir-transcript-8468,TRAK2_crovir-transcript-8468
crovir-transcript-5044,TRAM1_crovir-transcript-5044
crovir-transcript-8667,TRAM2_crovir-transcript-8667
crovir-transcript-2208,TRANK1_crovir-transcript-2208
crovir-transcript-1645,TRAP1_crovir-transcript-1645
crovir-transcript-13092,TRAPPC1_crovir-transcript-13092
crovir-transcript-3625,TRAPPC10_crovir-transcript-3625
crovir-transcript-4599,TRAPPC11_crovir-transcript-4599
crovir-transcript-8841,TRAPPC12_crovir-transcript-8841
crovir-transcript-15769,TRAPPC13_crovir-transcript-15769
crovir-transcript-16242,TRAPPC2L_crovir-transcript-16242
crovir-transcript-1423,TRAPPC3_crovir-transcript-1423
crovir-transcript-9110,TRAPPC3L_crovir-transcript-9110
crovir-transcript-7280,TRAPPC6B_crovir-transcript-7280
crovir-transcript-5141,TRAPPC8_crovir-transcript-5141
crovir-transcript-4789,TRAPPC9_crovir-transcript-4789
crovir-transcript-1907,TRDMT1_crovir-transcript-1907
crovir-transcript-9089,TRDN_crovir-transcript-9089
crovir-transcript-9090,TRDN_crovir-transcript-9090
crovir-transcript-13083,TREH_crovir-transcript-13083
crovir-transcript-13085,TREH_crovir-transcript-13085
crovir-transcript-13098,TREH_crovir-transcript-13098
crovir-transcript-9642,TRERF1_crovir-transcript-9642
crovir-transcript-14857,TREX2_crovir-transcript-14857
crovir-transcript-13414,TRH_crovir-transcript-13414
crovir-transcript-11890,TRHDE_crovir-transcript-11890
crovir-transcript-4895,TRHR_crovir-transcript-4895
crovir-transcript-4834,TRIB1_crovir-transcript-4834
crovir-transcript-8705,TRIB2_crovir-transcript-8705
crovir-transcript-16629,TRIB3_crovir-transcript-16629
crovir-transcript-16770,TRIL_crovir-transcript-16770
crovir-transcript-8611,TRIM13_crovir-transcript-8611
crovir-transcript-15764,TRIM23_crovir-transcript-15764
crovir-transcript-14502,TRIM25_crovir-transcript-14502
crovir-transcript-2744,TRIM28_crovir-transcript-2744
crovir-transcript-12668,TRIM29_crovir-transcript-12668
crovir-transcript-17059,TRIM3_crovir-transcript-17059
crovir-transcript-17441,TRIM32_crovir-transcript-17441
crovir-transcript-527,TRIM32_crovir-transcript-527
crovir-transcript-6364,TRIM33_crovir-transcript-6364
crovir-transcript-15560,TRIM36_crovir-transcript-15560
crovir-transcript-17264,TRIM37_crovir-transcript-17264
crovir-transcript-13189,TRIM39_crovir-transcript-13189
crovir-transcript-13221,TRIM41_crovir-transcript-13221
crovir-transcript-10742,TRIM42_crovir-transcript-10742
crovir-transcript-12538,TRIM46_crovir-transcript-12538
crovir-transcript-14211,TRIM47_crovir-transcript-14211
crovir-transcript-14216,TRIM47_crovir-transcript-14216
crovir-transcript-9862,TRIM50_crovir-transcript-9862
crovir-transcript-13557,TRIM54_crovir-transcript-13557
crovir-transcript-9941,TRIM54_crovir-transcript-9941
crovir-transcript-5067,TRIM55_crovir-transcript-5067
crovir-transcript-36,TRIM56_crovir-transcript-36
crovir-transcript-10870,TRIM59_crovir-transcript-10870
crovir-transcript-17190,TRIM62_crovir-transcript-17190
crovir-transcript-971,TRIM63_crovir-transcript-971
crovir-transcript-14215,TRIM65_crovir-transcript-14215
crovir-transcript-7753,TRIM66_crovir-transcript-7753
crovir-transcript-7754,TRIM66_crovir-transcript-7754
crovir-transcript-9402,TRIM67_crovir-transcript-9402
crovir-transcript-5277,TRIM69_crovir-transcript-5277
crovir-transcript-2123,TRIM71_crovir-transcript-2123
crovir-transcript-2130,TRIM71_crovir-transcript-2130
crovir-transcript-3051,TRIM72_crovir-transcript-3051
crovir-transcript-10537,TRIM8_crovir-transcript-10537
crovir-transcript-6978,TRIM9_crovir-transcript-6978
crovir-transcript-5430,TRIO_crovir-transcript-5430
crovir-transcript-5431,TRIO_crovir-transcript-5431
crovir-transcript-5432,TRIO_crovir-transcript-5432
crovir-transcript-5433,TRIO_crovir-transcript-5433
crovir-transcript-8128,TRIO_crovir-transcript-8128
crovir-transcript-12128,TRIOBP_crovir-transcript-12128
crovir-transcript-14976,TRIP10_crovir-transcript-14976
crovir-transcript-7160,TRIP11_crovir-transcript-7160
crovir-transcript-10777,TRIP12_crovir-transcript-10777
crovir-transcript-3604,TRIP13_crovir-transcript-3604
crovir-transcript-11218,TRIP4_crovir-transcript-11218
crovir-transcript-4972,TRIQK_crovir-transcript-4972
crovir-transcript-14043,TRIR_crovir-transcript-14043
crovir-transcript-7474,TRIT1_crovir-transcript-7474
crovir-transcript-14032,TRMT1_crovir-transcript-14032
crovir-transcript-11813,TRMT10A_crovir-transcript-11813
crovir-transcript-4368,TRMT10A_crovir-transcript-4368
crovir-transcript-15220,TRMT10B_crovir-transcript-15220
crovir-transcript-10678,TRMT112_crovir-transcript-10678
crovir-transcript-173,TRMT12_crovir-transcript-173
crovir-transcript-5763,TRMT13_crovir-transcript-5763
crovir-transcript-5678,TRMT1L_crovir-transcript-5678
crovir-transcript-4172,TRMT2A_crovir-transcript-4172
crovir-transcript-16754,TRMT44_crovir-transcript-16754
crovir-transcript-6993,TRMT5_crovir-transcript-6993
crovir-transcript-8695,TRMT6_crovir-transcript-8695
crovir-transcript-7053,TRMT61A_crovir-transcript-7053
crovir-transcript-9578,TRMT61B_crovir-transcript-9578
crovir-transcript-11697,TRMU_crovir-transcript-11697
crovir-transcript-914,TRNAU1AP_crovir-transcript-914
crovir-transcript-13387,TRNT1_crovir-transcript-13387
crovir-transcript-14525,TROAP_crovir-transcript-14525
crovir-transcript-14526,TROAP_crovir-transcript-14526
crovir-transcript-5693,TROVE2_crovir-transcript-5693
crovir-transcript-5041,TRPA1_crovir-transcript-5041
crovir-transcript-10787,TRPC1_crovir-transcript-10787
crovir-transcript-4527,TRPC3_crovir-transcript-4527
crovir-transcript-6456,TRPC4AP_crovir-transcript-6456
crovir-transcript-14984,TRPC5_crovir-transcript-14984
crovir-transcript-54,TRPC5_crovir-transcript-54
crovir-transcript-4036,TRPC6_crovir-transcript-4036
crovir-transcript-13890,TRPC7_crovir-transcript-13890
crovir-transcript-11065,TRPM1_crovir-transcript-11065
crovir-transcript-10673,TRPM2_crovir-transcript-10673
crovir-transcript-15431,TRPM3_crovir-transcript-15431
crovir-transcript-2737,TRPM4_crovir-transcript-2737
crovir-transcript-7713,TRPM5_crovir-transcript-7713
crovir-transcript-15457,TRPM6_crovir-transcript-15457
crovir-transcript-11235,TRPM7_crovir-transcript-11235
crovir-transcript-8522,TRPM8_crovir-transcript-8522
crovir-transcript-8523,TRPM8_crovir-transcript-8523
crovir-transcript-8524,TRPM8_crovir-transcript-8524
crovir-transcript-4887,TRPS1_crovir-transcript-4887
crovir-transcript-4888,TRPS1_crovir-transcript-4888
crovir-transcript-13552,TRPT1_crovir-transcript-13552
crovir-transcript-16463,TRPV4_crovir-transcript-16463
crovir-transcript-319,TRRAP_crovir-transcript-319
crovir-transcript-1537,TRUB2_crovir-transcript-1537
crovir-transcript-1470,TSC1_crovir-transcript-1470
crovir-transcript-462,TSC2_crovir-transcript-462
crovir-transcript-10819,TSC22D2_crovir-transcript-10819
crovir-transcript-16160,TSC22D3_crovir-transcript-16160
crovir-transcript-11156,TSC22D4_crovir-transcript-11156
crovir-transcript-5611,TSEN15_crovir-transcript-5611
crovir-transcript-13577,TSEN2_crovir-transcript-13577
crovir-transcript-2910,TSEN34_crovir-transcript-2910
crovir-transcript-14194,TSEN54_crovir-transcript-14194
crovir-transcript-14713,TSFM_crovir-transcript-14713
crovir-transcript-7747,TSG101_crovir-transcript-7747
crovir-transcript-3425,TSGA10_crovir-transcript-3425
crovir-transcript-12392,TSGA10IP_crovir-transcript-12392
crovir-transcript-6368,TSHB_crovir-transcript-6368
crovir-transcript-7183,TSHR_crovir-transcript-7183
crovir-transcript-11523,TSHZ3_crovir-transcript-11523
crovir-transcript-2714,TSKS_crovir-transcript-2714
crovir-transcript-2717,TSKS_crovir-transcript-2717
crovir-transcript-17262,TSKU_crovir-transcript-17262
crovir-transcript-8094,TSN_crovir-transcript-8094
crovir-transcript-17435,TSNARE1_crovir-transcript-17435
crovir-transcript-9372,TSNAX_crovir-transcript-9372
crovir-transcript-11559,TSNAXIP1_crovir-transcript-11559
crovir-transcript-6064,TSPAN1_crovir-transcript-6064
crovir-transcript-14378,TSPAN10_crovir-transcript-14378
crovir-transcript-11754,TSPAN12_crovir-transcript-11754
crovir-transcript-2000,TSPAN13_crovir-transcript-2000
crovir-transcript-7279,TSPAN14_crovir-transcript-7279
crovir-transcript-10270,TSPAN15_crovir-transcript-10270
crovir-transcript-15047,TSPAN16_crovir-transcript-15047
crovir-transcript-13747,TSPAN17_crovir-transcript-13747
crovir-transcript-7509,TSPAN18_crovir-transcript-7509
crovir-transcript-6374,TSPAN2_crovir-transcript-6374
crovir-transcript-11103,TSPAN3_crovir-transcript-11103
crovir-transcript-7711,TSPAN32_crovir-transcript-7711
crovir-transcript-7690,TSPAN4_crovir-transcript-7690
crovir-transcript-4360,TSPAN5_crovir-transcript-4360
crovir-transcript-177,TSPAN6_crovir-transcript-177
crovir-transcript-3585,TSPAN7_crovir-transcript-3585
crovir-transcript-11879,TSPAN8_crovir-transcript-11879
crovir-transcript-11880,TSPAN8_crovir-transcript-11880
crovir-transcript-17466,TSPAN9_crovir-transcript-17466
crovir-transcript-10669,TSPEAR_crovir-transcript-10669
crovir-transcript-11691,TSPO_crovir-transcript-11691
crovir-transcript-9969,TSPOAP1_crovir-transcript-9969
crovir-transcript-14880,TSPYL2_crovir-transcript-14880
crovir-transcript-13004,TSR1_crovir-transcript-13004
crovir-transcript-14801,TSR2_crovir-transcript-14801
crovir-transcript-459,TSR3_crovir-transcript-459
crovir-transcript-13784,TSSK3_crovir-transcript-13784
crovir-transcript-15202,TSTD2_crovir-transcript-15202
crovir-transcript-9010,TSTD3_crovir-transcript-9010
crovir-transcript-9723,TTBK1_crovir-transcript-9723
crovir-transcript-7407,TTBK2_crovir-transcript-7407
crovir-transcript-14039,TTC1_crovir-transcript-14039
crovir-transcript-13058,TTC12_crovir-transcript-13058
crovir-transcript-13059,TTC12_crovir-transcript-13059
crovir-transcript-9399,TTC13_crovir-transcript-9399
crovir-transcript-10944,TTC14_crovir-transcript-10944
crovir-transcript-1546,TTC16_crovir-transcript-1546
crovir-transcript-1547,TTC16_crovir-transcript-1547
crovir-transcript-7527,TTC17_crovir-transcript-7527
crovir-transcript-1743,TTC21A_crovir-transcript-1743
crovir-transcript-8270,TTC21B_crovir-transcript-8270
crovir-transcript-8271,TTC21B_crovir-transcript-8271
crovir-transcript-5987,TTC22_crovir-transcript-5987
crovir-transcript-15863,TTC23L_crovir-transcript-15863
crovir-transcript-2502,TTC25_crovir-transcript-2502
crovir-transcript-12041,TTC26_crovir-transcript-12041
crovir-transcript-9499,TTC27_crovir-transcript-9499
crovir-transcript-9501,TTC27_crovir-transcript-9501
crovir-transcript-16471,TTC28_crovir-transcript-16471
crovir-transcript-4457,TTC29_crovir-transcript-4457
crovir-transcript-3674,TTC3_crovir-transcript-3674
crovir-transcript-8791,TTC32_crovir-transcript-8791
crovir-transcript-11357,TTC33_crovir-transcript-11357
crovir-transcript-1089,TTC34_crovir-transcript-1089
crovir-transcript-13114,TTC36_crovir-transcript-13114
crovir-transcript-15636,TTC37_crovir-transcript-15636
crovir-transcript-17436,TTC38_crovir-transcript-17436
crovir-transcript-15376,TTC39B_crovir-transcript-15376
crovir-transcript-15377,TTC39B_crovir-transcript-15377
crovir-transcript-5156,TTC39C_crovir-transcript-5156
crovir-transcript-5988,TTC4_crovir-transcript-5988
crovir-transcript-3074,TTC5_crovir-transcript-3074
crovir-transcript-9698,TTC7A_crovir-transcript-9698
crovir-transcript-7163,TTC7B_crovir-transcript-7163
crovir-transcript-7134,TTC8_crovir-transcript-7134
crovir-transcript-12501,TTC9C_crovir-transcript-12501
crovir-transcript-7433,TTC9C_crovir-transcript-7433
crovir-transcript-1494,TTF1_crovir-transcript-1494
crovir-transcript-3849,TTF2_crovir-transcript-3849
crovir-transcript-16820,TTI1_crovir-transcript-16820
crovir-transcript-12810,TTI2_crovir-transcript-12810
crovir-transcript-8922,TTK_crovir-transcript-8922
crovir-transcript-9740,TTL_crovir-transcript-9740
crovir-transcript-11688,TTLL1_crovir-transcript-11688
crovir-transcript-1044,TTLL10_crovir-transcript-1044
crovir-transcript-1350,TTLL11_crovir-transcript-1350
crovir-transcript-9345,TTLL2_crovir-transcript-9345
crovir-transcript-8067,TTLL4_crovir-transcript-8067
crovir-transcript-7234,TTLL5_crovir-transcript-7234
crovir-transcript-2644,TTLL6_crovir-transcript-2644
crovir-transcript-5869,TTLL7_crovir-transcript-5869
crovir-transcript-11717,TTLL8_crovir-transcript-11717
crovir-transcript-16053,TTN_crovir-transcript-16053
crovir-transcript-8345,TTN_crovir-transcript-8345
crovir-transcript-8346,TTN_crovir-transcript-8346
crovir-transcript-8381,TTN_crovir-transcript-8381
crovir-transcript-5073,TTPA_crovir-transcript-5073
crovir-transcript-5074,TTPA_crovir-transcript-5074
crovir-transcript-6543,TTPAL_crovir-transcript-6543
crovir-transcript-5144,TTR_crovir-transcript-5144
crovir-transcript-2889,TTYH1_crovir-transcript-2889
crovir-transcript-14367,TTYH2_crovir-transcript-14367
crovir-transcript-290,TTYH3_crovir-transcript-290
crovir-transcript-7733,TUB_crovir-transcript-7733
crovir-transcript-344,TUBA8_crovir-transcript-344
crovir-transcript-346,TUBA8_crovir-transcript-346
crovir-transcript-16990,TUBAL3_crovir-transcript-16990
crovir-transcript-6623,TUBB1_crovir-transcript-6623
crovir-transcript-16229,TUBB3_crovir-transcript-16229
crovir-transcript-16235,TUBB3_crovir-transcript-16235
crovir-transcript-1359,TUBB4B_crovir-transcript-1359
crovir-transcript-14947,TUBB4B_crovir-transcript-14947
crovir-transcript-5223,TUBB6_crovir-transcript-5223
crovir-transcript-4802,TUBD1_crovir-transcript-4802
crovir-transcript-9029,TUBE1_crovir-transcript-9029
crovir-transcript-1847,TUBG1_crovir-transcript-1847
crovir-transcript-6886,TUBGCP2_crovir-transcript-6886
crovir-transcript-3351,TUBGCP3_crovir-transcript-3351
crovir-transcript-11405,TUBGCP4_crovir-transcript-11405
crovir-transcript-3456,TUBGCP5_crovir-transcript-3456
crovir-transcript-11726,TUBGCP6_crovir-transcript-11726
crovir-transcript-2826,TUFM_crovir-transcript-2826
crovir-transcript-12641,TUFT1_crovir-transcript-12641
crovir-transcript-6175,TULP1_crovir-transcript-6175
crovir-transcript-9312,TULP4_crovir-transcript-9312
crovir-transcript-13662,TUSC2_crovir-transcript-13662
crovir-transcript-12474,TUT1_crovir-transcript-12474
crovir-transcript-1637,TVP23A_crovir-transcript-1637
crovir-transcript-13630,TWF1_crovir-transcript-13630
crovir-transcript-2010,TWISTNB_crovir-transcript-2010
crovir-transcript-10539,TWNK_crovir-transcript-10539
crovir-transcript-5217,TWSG1_crovir-transcript-5217
crovir-transcript-5218,TWSG1_crovir-transcript-5218
crovir-transcript-13790,TXLNA_crovir-transcript-13790
crovir-transcript-9203,TXLNB_crovir-transcript-9203
crovir-transcript-9204,TXLNB_crovir-transcript-9204
crovir-transcript-3508,TXLNG_crovir-transcript-3508
crovir-transcript-12148,TXN_crovir-transcript-12148
crovir-transcript-15328,TXN_crovir-transcript-15328
crovir-transcript-15329,TXN_crovir-transcript-15329
crovir-transcript-1633,TXNDC11_crovir-transcript-1633
crovir-transcript-6025,TXNDC12_crovir-transcript-6025
crovir-transcript-13896,TXNDC15_crovir-transcript-13896
crovir-transcript-6966,TXNDC16_crovir-transcript-6966
crovir-transcript-9911,TXNDC17_crovir-transcript-9911
crovir-transcript-5343,TXNDC5_crovir-transcript-5343
crovir-transcript-3419,TXNDC9_crovir-transcript-3419
crovir-transcript-16495,TXNIP_crovir-transcript-16495
crovir-transcript-15891,TXNL1_crovir-transcript-15891
crovir-transcript-5273,TXNL4A_crovir-transcript-5273
crovir-transcript-3822,TXNL4B_crovir-transcript-3822
crovir-transcript-4192,TXNRD2_crovir-transcript-4192
crovir-transcript-4193,TXNRD2_crovir-transcript-4193
crovir-transcript-14914,TYK2_crovir-transcript-14914
crovir-transcript-16868,TYMP_crovir-transcript-16868
crovir-transcript-5179,TYMS_crovir-transcript-5179
crovir-transcript-7381,TYRO3_crovir-transcript-7381
crovir-transcript-854,TYROBP_crovir-transcript-854
crovir-transcript-15383,TYRP1_crovir-transcript-15383
crovir-transcript-10244,TYSND1_crovir-transcript-10244
crovir-transcript-5907,TYW3_crovir-transcript-5907
crovir-transcript-8412,TYW5_crovir-transcript-8412
crovir-transcript-2989,U2AF2_crovir-transcript-2989
